## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
1922	乏	4086	92.4893016875	fa2	short of/tired
1923	鄙	4078	92.4955420637	bi3	rustic/low/base/mean
1924	区	4068	92.5017671374	ou1/qu1	Ou (surname), area/region/district/small/distinguish
1925	爽	4065	92.5079876204	shuang3	invigorating/straightforward/frank/open/bright/clear
1926	邢	4060	92.514200452	xing2	(surname)/place name
1927	碎	4050	92.5203979811	sui4	to break down/to break into pieces/fragmentary
1928	捧	4041	92.526581738	peng3	hold or offer with both hands
1929	钩	4034	92.532754783	gou1	entice/hook
1930	淡	4033	92.5389262978	dan4	insipid/diluted/weak/light in color/tasteless/fresh/indifferent/nitrogen
1931	讼	4033	92.5450978126	song4	litigation
1932	抽	4032	92.5512677972	chou1	to draw out/to smoke (cigarettes)/to pump
1933	巫	4028	92.5574316607	wu1	witch
1934	鲍	4027	92.563593994	bao4	abalone
1935	幕	4012	92.5697333734	mu4	stage curtain/tent
1936	锐	4009	92.5758681621	rui4	acute
1937	赛	4009	92.5820029508	sai4	to compete/competition/match
1938	绩	4005	92.5881316185	ji1/ji4	merit/accomplishment
1939	脑	4000	92.5942526349	nao3	brain
1940	频	4000	92.6003736513	pin2	frequency/frequently/repetitious
1941	奚	4000	92.6064946677	xi1	what why
1942	翔	3997	92.6126110934	xiang2	soar
1943	诬	3977	92.618696914	wu1	accuse falsely
1944	奠	3976	92.6247812043	dian4	libation
1945	帽	3969	92.6308547828	mao4	hat/cap
1946	肠	3960	92.6369145891	chang2	intestines
1947	寂	3952	92.6429621533	ji4	lonesome
1948	瓦	3942	92.6489944149	wa3	tile
1949	鼻	3936	92.6550174951	bi2	nose
1950	诘	3935	92.661039045	jie2	investigate/restrain/scold
1951	构	3933	92.6670575344	gou4	Broussonetia papyrifera/to construct/to form/to make up/to compose
1952	邵	3933	92.6730760238	shao4	(surname)/place name
1953	轨	3931	92.6790914526	gui3	course/path/track/rail
1954	禽	3928	92.6851022908	qin2	birds/fowl
1955	测	3925	92.6911085381	ce4	side/to lean/to survey/to measure/conjecture
1956	辖	3918	92.6971040737	xia2	have jurisdiction over
1957	抗	3902	92.7030751252	kang4	to resist/to fight/to defy
1958	屠	3893	92.7090324044	tu2	slaughter/slaughter man
1959	匆	3892	92.7149881534	cong1	hurried/hasty
1960	旌	3884	92.7209316603	jing1	banner/make manifest
1961	绢	3877	92.7268644555	juan4	thick but loosely woven silk
1962	趁	3875	92.7327941901	chen4	avail oneself of/take advantage of
1963	鳎	3874	92.7387223945	ta3
1964	隙	3871	92.7446460082	xi4	crack/occasion for dislike
1965	祈	3868	92.750565031	qi2	implore/pray/please
1966	诺	3867	92.7564825236	nuo4	to promise/to yes
1967	壶	3857	92.7623847137	hu2	pot/(a measure word)
1968	瓜	3855	92.7682838433	gua1	melon/claw/gourd/squash
1969	朴	3851	92.7741768518	po4/pu3	Celtis sinensis var. japonica, Pak or Park (Korean surname)/plain and simple
1970	臂	3843	92.7800576184	bi4	arm
1971	乔	3838	92.7859307336	qiao2	tall
1972	赈	3835	92.7917992581	zhen4	to relieve (the distressed)
1973	遽	3832	92.7976631918	ju4	hurry/fast/suddenly
1974	恚	3831	92.8035255953	hui4	rage
1975	挺	3823	92.8093757567	ting3	be straight and stiff/rather (good)
1976	汪	3820	92.8152213274	wang1	(surname)/expanse of water/ooze
1977	植	3804	92.821042414	zhi2	to plant
1978	酬	3802	92.8268604401	chou2	entertain/repay/return/reward/compensate
1979	笼	3797	92.8326708149	long2	basket/cage
1980	碗	3797	92.8384811897	wan3	bowl/cup
1981	雁	3793	92.8442854436	yan4	wild goose
1982	秉	3791	92.8500866369	bing3	(surname)/to grasp/hold/maintain
1983	闰	3789	92.8558847697	run4	intercalary
1984	匠	3778	92.8616660697	jiang4	craftsman
1985	凝	3769	92.8674335974	ning2	congeal/concentrate attention
1986	傍	3768	92.8731995948	bang1/bang4	near (approaching), near/nestle
1987	颠	3767	92.878964062	dian1	inverted/jolt/top
1988	涕	3765	92.8847254687	ti4	nasal mucus/tears
1989	祚	3760	92.8904792242	zuo4	blessing/the throne
1990	坟	3758	92.8962299191	fen2	a grave
1991	央	3757	92.9019790838	yang1	beg/center
1992	谟	3754	92.9077236577	mo2	plan/to practice
1993	菩	3753	92.9134667013	pu2	Bodhisattva
1994	炎	3749	92.9192036239	yan2	flame/inflammation/-itis
1995	肩	3746	92.9249359558	jian1	shoulder
1996	愧	3736	92.9306529851	kui4	ashamed
1997	娥	3735	92.9363684842	e2	good/beautiful
1998	揭	3729	92.9420748018	jie1	lift off (a cover)/divulge
1999	肌	3727	92.9477780588	ji1	flesh/muscle
2000	眨	3723	92.9534751948	zha3	wink
2001	佥	3721	92.9591692703	qian1	all
2002	徵	3714	92.9648526341	zheng1/zhi3	levy (troops or taxes), note in Chinese musical scale
2003	虔	3713	92.9705344676	qian2	devout
2004	毅	3712	92.9762147708	yi4	perseverance
2005	嗟	3710	92.9818920135	jie1/jue1	sigh, sigh
2006	压	3704	92.9875600747	ya1/ya4	to press/to push down/to keep under (control), in the first place/to crush
2007	豹	3701	92.9932235452	bao4	leopard/panther
2008	竭	3698	92.9988824248	jie2	exhaust
2009	网	3695	93.0045367137	wang3	net/network, a net
2010	凑	3687	93.0101787606	cou4	assemble/put together/press near/come together
2011	媚	3680	93.0158100957	mei4	flatter/charm
2012	愤	3676	93.0214353098	fen4	indignant/anger/resentment
2013	磨	3676	93.0270605239	mo2/mo4	to sharpen/to delay/hardship/to grind/to rub, grindstone
2014	油	3676	93.032685738	you2	oil/sly
2015	咏	3669	93.0383002403	yong3	sing
2016	谑	3664	93.0439070913	xue4
2017	晃	3662	93.0495108818	huang3/huang4	dazzle, sway/to shade
2018	瓶	3651	93.0550978396	ping2	bottle/(a measure word)/vase/pitcher
2019	晦	3648	93.0606802065	hui4	dark/night/unlucky
2020	掉	3646	93.066259513	diao4	to drop/to fall
2021	岛	3642	93.0718326984	dao3	island
2022	靠	3637	93.0773982326	kao4	depend upon/lean on/near/by/against/to support
2023	柏	3635	93.0829607063	bai3/bo4	(surname)/cedar/cypress, cypress/cedar
2024	虫	3630	93.0885155287	chong2	insect/worm, an animal/an invertebrate/a worm/an insect
2025	沟	3626	93.09406423	gou1	ditch/gutter
2026	润	3626	93.0996129314	run4	smooth/moist
2027	莺	3624	93.1051585723	ying1	golden oriole
2028	纾	3620	93.1106980921	shu1	slow/to free from
2029	杏	3618	93.1162345515	xing4	apricot
2030	籓	3610	93.1217587688	ban1
2031	洁	3607	93.1272783953	jie2	clean
2032	泊	3606	93.1327964916	bo2	to anchor/touch at/to moor
2033	肚	3604	93.1383115274	du3/du4	tripe, belly
2034	迫	3601	93.1438219724	po4	to force/to compel/pressing/urgent
2035	警	3600	93.1493308872	jing3	to alert/to warn
2036	黜	3599	93.1548382717	chu4	dismiss/expel
2037	储	3593	93.1603364747	chu3	savings/to save/to deposit/to store/(a surname)
2038	铸	3592	93.1658331475	zhu4	cast metals/to coin (money)
2039	缚	3581	93.1713129874	fu2/fu4	to bind/to tie
2040	俯	3579	93.1767897668	fu3	look down/stoop
2041	渔	3578	93.182265016	yu2	fisherman/to fish
2042	斥	3575	93.1877356744	chi4	blame/reprove/reprimand
2043	匈	3570	93.1931986816	xiong1	Hungary/thorax/chest
2044	疆	3568	93.1986586282	jiang1	border/boundary
2045	呵	3562	93.2041093933	a1/he1	(phonetic particle), expel breath/my goodness
2046	埃	3558	93.2095540374	ai1	dirt/dust/angstrom
2047	卓	3554	93.2149925605	zhuo2	(surname)/outstanding
2048	绵	3551	93.2204264928	mian2	cotton/incessant/soft/downy
2049	雾	3538	93.2258405319	wu4	fog/mist
2050	洲	3535	93.2312499801	zhou1	continent/island
2051	螅	3535	93.2366594284	xi1	(intestinal worm)
2052	勃	3534	93.2420673464	bo2	flourishing/prosperous/suddenly/abruptly
2053	闪	3531	93.2474706736	shan3	flash/lightning
2054	舌	3527	93.2528678798	she2	tongue
2055	暇	3524	93.2582604953	xia2	leisure
2056	套	3519	93.2636454595	tao4	to cover/covering/case/cover/(a measure word, a set of something)/sheath
2057	敖	3512	93.2690197119	ao2	ramble
2058	泛	3508	93.2743878433	fan4	broad/vast/float/pan-, float/general/vague
2059	漕	3507	93.2797544444	cao2	transport by water/watercourse/canal
2060	砍	3505	93.285117985	kan3	to chop
2061	肥	3503	93.2904784652	fei2	loose-fitting/fat/fertile
2062	猿	3500	93.2958343545	yuan2	ape
2063	樊	3499	93.3011887136	fan2	(surname)/cage/fence
2064	惨	3493	93.3065338912	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic
2065	潮	3491	93.3118760083	chao2	tide/current/damp/moist/humid
2066	匪	3489	93.3172150648	fei3	bandit
2067	猜	3487	93.3225510609	cai1	to guess
2068	胸	3485	93.3278839965	xiong1	chest/bosom/heart/mind/thorax
2069	阎	3485	93.333216932	yan2	(surname)/gate of village
2070	扑	3479	93.338540686	pu1	to rush at/to throw oneself on, rush on
2071	够	3476	93.3438598493	gou4	to reach/to be enough
2072	姿	3473	93.3491744218	zi1	beauty/disposition/looks/appearance
2073	邮	3471	93.3544859338	you2	post (office)/mail
2074	贴	3462	93.3597836735	tie1	to stick/to paste/to keep close to/to fit snugly/subsidize/allowance
2075	炮	3459	93.3650768224	pao4	cannon/gun/firecracker, gun/cannon
2076	缠	3457	93.3703669109	chan2	to bother/wind around/wrap round/coil/involve/annoy/tangle
2077	啼	3457	93.3756569993	ti2	mourn/to cry/hoof
2078	佑	3452	93.3809394365	you4	bless/protect, protect
2079	躲	3447	93.3862142224	duo3	avoid/get out of way/to hide/to go into hiding
2080	垣	3446	93.391487478	yuan2	wall
2081	挹	3443	93.3967561429	yi4	give up/ladle out/pour out
2082	偃	3439	93.4020186867	yan3	(surname)/to lie supine/to stop/to fall down
2083	纱	3435	93.4072751096	sha1	cotton yarn/muslin
2084	哲	3428	93.4125208206	zhe2	philosophy/wise
2085	汲	3425	93.4177619409	ji2	draw water from well
2086	莱	3423	93.4230000007	lai2	Chenopodium album
2087	丢	3416	93.4282273488	diu1	to lose/to put aside/to throw
2088	榜	3415	93.4334531665	bang3	a notice or announcement/a list of names/public roll of successful examinees
2089	晌	3414	93.438677454	shang3	around noon
2090	岑	3409	93.4438940903	cen2	a small hill/(a surname)
2091	乖	3405	93.4491046055	guai1	(of a child) obedient, well-behaved/clever
2092	荨	3405	93.4543151207	qian2
2093	洌	3401	93.4595195149	lie4	pure/cleanse
2094	颖	3399	93.4647208486	ying3	clever/gifted
2095	阔	3393	93.4699130008	kuo4	rich/wide/broad
2096	渭	3391	93.4751020924	wei4	name of a river
2097	互	3389	93.4802881236	hu4	mutual
2098	恒	3385	93.4854680337	heng2	permanent
2099	斧	3384	93.4906464136	fu3	hatchet
2100	赫	3382	93.495821733	he4	(surname)/awe-inspiring
2101	讳	3382	93.5009970524	hui4	avoid mentioning/to taboo
2102	撒	3371	93.5061555389	sa1/sa3	let go, to scatter
2103	穴	3370	93.5113124953	xue2	hole/cave
2104	耀	3369	93.5164679213	yao4	brilliant/glorious
2105	惶	3366	93.5216187567	huang2	frightened
2106	孰	3366	93.526769592	shu2	who/which/what
2107	彰	3366	93.5319204273	zhang1	manifest
2108	晴	3361	93.5370636113	qing2	clear/fine (weather)
2109	犬	3359	93.5422037348	quan3	dog
2110	耸	3353	93.5473346769	song3	excite/raise up/to shrug/high/lofty/towering
2111	吧	3350	93.5524610281	ba1/ba	(onomat.)/dumb, (modal particle indicating polite suggestion)/...right?/...OK?
2112	恋	3349	93.5575858491	lian4	feel attached to/long for/love
2113	垒	3347	93.5627076096	lei3	rampart
2114	签	3346	93.5678278398	qian1	sign one's name, a note/a stick/sign one's name
2115	棍	3345	93.5729465398	gun4	stick
2116	械	3338	93.578054528	xie4	tools
2117	岐	3335	93.5831579254	qi2	divergent/side road/steep
2118	峻	3332	93.5882567321	jun4	steep
2119	搬	3326	93.5933463572	ban1	remove/transport/move/shift
2120	层	3325	93.5984344521	ceng2	a measure word for layers/laminated/repeated/floor/story (of a building)/layer/(math.) sheaf
2121	粒	3325	93.603522547	li4	a grain/a granule
2122	骇	3322	93.6086060511	hai4	astonish/startle
2123	稳	3318	93.6136834343	wen3	settled/steady/stable
2124	摸	3317	93.6187592871	mo1/mo2	feel with the hand/to touch/to stroke/to grope/to feel (one's pulse), imitate/copy
2125	驴	3315	93.6238320795	lu:2/lv2	donkey
2126	蓬	3315	93.6289048718	peng2	(grass)/disheveled
2127	潭	3313	93.6339746037	tan2	(surname)/deep
2128	炼	3309	93.6390382145	lian4	refine/smelt, refine
2129	槐	3306	93.6440972345	huai2	Sophora japonica
2130	亟	3306	93.6491562546	ji2/qi4	urgent, repeatedly/frequently
2131	窥	3305	93.6542137444	kui1	peep/pry into
2132	宛	3303	93.6592681737	wan3	(surname)/similar/winding
2133	臧	3303	93.664322603	zang1	(surname)/good/lucky
2134	啥	3301	93.6693739718	sha2	(dialect) what
2135	育	3301	93.6744253406	yu4	nourish/to rear
2136	亩	3300	93.6794751792	mu3	about 1/6 acre (M)
2137	艳	3299	93.6845234874	yan4	glamorous
2138	鸳	3297	93.6895687352	yuan1	mandarin duck
2139	扎	3297	93.694613983	za1/zha1/zha2	to tie/to bind, tie with string or ribbon/bind with rope or cord/to stop, to prick/to run or stick (a needle, etc.) into, penetrating (as of cold)/struggle
2140	骁	3293	93.6996531098	xiao1	brave/good horse/strong
2141	璧	3287	93.704683055	bi4	piece of jade with hole in center
2142	妓	3275	93.7096946372	ji4	prostitute
2143	铎	3271	93.7147000984	duo2	large ancient bell
2144	魔	3268	93.7197009688	mo2	devil
2145	熊	3267	93.7247003089	xiong2	bear/to scold/to rebuke
2146	饷	3265	93.7296965886	xiang3	soldier's pay
2147	跌	3264	93.734691338	die1	to drop/to fall/to tumble
2148	概	3255	93.7396723151	gai4	general/approximate
2149	颂	3251	93.7446471711	song4	to praise
2150	逮	3245	93.7496128457	dai3/dai4	arrest/catch/seize/until, catch/seize/until
2151	胁	3242	93.7545739295	xie2	side of body/threaten
2152	褒	3239	93.7595304226	bao1	to praise
2153	龄	3238	93.7644853853	ling2	age
2154	线	3237	93.7694388179	xian4	thread/string/wire/line
2155	赃	3237	93.7743922504	zang1	booty/spoils
2156	赂	3236	93.7793441527	lu4	bribe/bribery
2157	窍	3230	93.7842868734	qiao4	intelligence/opening
2158	括	3228	93.7892265337	kuo4	enclose/include
2159	塔	3227	93.7941646637	ta3	pagoda/tower
2160	勘	3222	93.7990951424	kan1	to investigate/to survey/to collate
2161	陀	3221	93.8040240909	tuo2	(phonetic)/declivity/steep bank
2162	惭	3214	93.8089423275	can2	ashamed
2163	淹	3213	93.813859034	yan1	drown/submerge
2164	韶	3208	93.8187680891	shao2	(music)/excellent/harmonious
2165	衫	3204	93.8236710233	shan1	Chinese gown (unlined)
2166	辕	3204	93.8285739574	yuan2	shafts of cart/yamen
2167	冥	3199	93.8334692403	ming2	dark/deep
2168	酥	3196	93.8383599324	su1	flaky
2169	飨	3194	93.843247564	xiang3	offer or enjoy sacrifice
2170	棒	3183	93.8481183628	bang4	a stick/club or cudgel/smart/capable/strong
2171	竞	3181	93.8529861011	jing4	to compete/to contend/to struggle
2172	暖	3175	93.8578446579	nuan3	warm
2173	诞	3171	93.8626970937	dan4	birth/birthday/brag/boast/to increase
2174	剿	3169	93.8675464689	chao1/jiao3	destroy (bandits), destroy (bandits)
2175	堆	3168	93.8723943139	dui1	a pile/a mass/heap/stack
2176	滋	3166	93.8772390984	zi1	excite/nourish/this
2177	逵	3166	93.8820838829	kui2	crossroads/thoroughfare
2178	柄	3161	93.8869210161	bing3	authority/handle/hilt
2179	恍	3159	93.8917550888	huang3	disappointed/flurried/indistinct
2180	咎	3158	93.8965876313	jiu4	blame
2181	联	3152	93.9014109922	lian2	to ally/to unite/to join
2182	厢	3151	93.9062328229	xiang1	box (in theater)/side room
2183	猪	3149	93.9110515931	zhu1	hog/pig/swine
2184	拳	3148	93.915868833	quan2	fist
2185	域	3145	93.9206814821	yu4	field/region/area/domain (taxonomy)
2186	闺	3143	93.9254910708	gui1	women's apartment
2187	攀	3143	93.9303006594	pan1	climb up/pull
2188	绶	3139	93.9351041271	shou4	cord on a seal
2189	污	3134	93.9398999434	wu1	see 污, dirt/filth
2190	丛	3131	93.944691169	cong2	cluster/collection/collection of books/thicket
2191	剌	3129	93.9494793341	la2/la4	to slash, cruel/obstinate
2192	椅	3127	93.9542644387	yi3	chair
2193	詹	3127	93.9590495433	zhan1	(surname)/excellent/verbose
2194	後	3125	93.9638315873	hou4
2195	畿	3125	93.9686136314	ji1	territory around the capital
2196	雕	3124	93.9733941452	diao1	engrave, engrave/shrewd, golden eagle
2197	奖	3123	93.9781731288	jiang3	prize/award/encouragement
2198	染	3120	93.9829475216	ran3	to catch (a disease)/dye
2199	殆	3119	93.9877203841	dai4	dangerous/perilous/endanger/almost/probably/only
2200	瞻	3112	93.9924825349	zhan1	gaze/view
2201	插	3109	93.9972400949	cha1	insert/stick in/pierce/to take part in/to interfere/to interpose
2202	晖	3106	94.0019930642	hui1	bright/radiant
2203	遮	3104	94.0067429729	zhe1	cover up (a shortcoming)/screen off/to hide/to conceal
2204	演	3097	94.0114821698	yan3	to develop/to evolve/to practice/to perform/to play/to act
2205	宵	3095	94.0162183063	xiao1	night
2206	泾	3095	94.0209544427	jing1	name of a river
2207	秒	3092	94.0256859884	miao3	(a measure word)/second
2208	璋	3090	94.0304144736	zhang1	ancient stone ornament
2209	绰	3083	94.035132247	chuo4/chao1	generous/ample/wide/spacious/well-off
2210	刃	3082	94.0398484902	ren4	edge of blade
2211	庇	3078	94.0445586123	bi4	to protect/cover/shelter/hide or harbor
2212	映	3078	94.0492687344	ying4	reflect/shine
2213	沧	3076	94.053975796	cang1	blue/green(color of water)/cold/vast (of water)
2214	询	3070	94.0586736761	xun2	inquire
2215	幻	3066	94.0633654352	huan4	fantasy
2216	淑	3066	94.0680571943	shu1
2217	软	3060	94.0727397718	ruan3	soft/flexible
2218	弧	3059	94.0774208191	hu2	arc
2219	填	3059	94.0821018664	tian2	to fill in
2220	咽	3055	94.0867767927	yan1/yan4/ye4	narrow pass/throat, to swallow, to choke (in crying)
2221	溢	3052	94.0914471283	yi4	overflow
2222	荧	3050	94.0961144033	ying2	Polyeonatum officinale/glimmer/glimmering/dazzling/perplexed
2223	敲	3049	94.100780148	qiao1	extort/knock/to strike/to knock (at a door)/to hit
2224	滑	3048	94.1054443625	gu3/hua2	comical, comical/cunning/slippery/smooth
2225	浴	3047	94.1101070468	yu4	bath/to bathe
2226	睢	3046	94.1147682008	sui1	(surname)/stare
2227	匿	3043	94.119424764	ni4	to hide
2228	偕	3040	94.1240767365	jie1/xie2	in company with, in company with
2229	拦	3039	94.1287271787	lan2	cut off/hinder
2230	滚	3036	94.1333730302	gun3	to boil/to roll
2231	仅	3036	94.1380188816	jin3	barely/only/merely
2232	侠	3036	94.1426647331	xia2	heroic
2233	嘱	3030	94.147301403	zhu3	enjoin
2234	椋	3030	94.1519380729	liang2	fruit
2235	吞	3029	94.1565732126	tun1	to swallow/to take
2236	绥	3028	94.161206822	sui2	pacify
2237	灌	3026	94.165837371	guan4	irrigate/pour
2238	堡	3025	94.1704663896	bao3/pu4	an earthwork/castle/position of defense/stronghold, character used in place names
2239	鳌	3024	94.175093878	ao2	sea turtle
2240	织	3023	94.1797198362	zhi1	weave
2241	翟	3018	94.1843381431	di2/zhai2	long-tail pheasant, (surname)
2242	赎	3016	94.1889533894	shu2	redeem/to ransom
2243	腿	3014	94.1935655753	tui3	leg
2244	伟	3011	94.1981731704	wei3	big/large/great
2245	俸	3011	94.2027807655	feng4	salary
2246	朵	3010	94.2073868304	duo3	M for flowers
